"id","addtime","title","info","duration","cover","author","playcount","danmaku","likes","favorite","share","commentcount","publocation","pubtime","typename","laiyuan","coin"
"1031","2024-12-09 10:06:18","我花了五十万盖了一所希望小学！我有史以来最贵的视频！","youtube频道：敬汉卿【官方频道】\
创意投稿邮箱1905387728@qq.com\
淘宝店：敬汉卿","334","http://i2.hdslb.com/bfs/archive/ddaf0637bce3a777047920d3c95785cc53bd38c6.jpg","敬汉卿","14084246","75177","2635496","602861","83037","44525","四川","2019-08-28 09:47:00","搞笑","https://b23.tv/BV1P4411z7Dr","3390067"
"1032","2024-12-09 10:06:18","【音阙诗听/赵方婧】芒种，一想到你我就……","好久不见赵方婧，你们想她了吗？\
天光云影，于岁月中隐隐闪烁，有人在其中看见复生，有人于其中遇见死亡。\
佛家的箴言恍恍惚惚刻进石碑，你经历了来来去去的分与合。\
你在尘世中沉思，或疑惑，或明悟，浑浑噩噩却也终将学会懂得。\
人生的路上，你种什么因，便得什么果。","213","http://i0.hdslb.com/bfs/archive/9d5dc415b876a23b9b78ad655e9b50d13e7feb34.jpg","音阙诗听","17155092","57785","426899","233022","40044","22230","四川","2019-08-18 09:10:12","原创音乐","https://b23.tv/BV1L4411f7N1","237096"
"1033","2024-12-09 10:06:18","【老番茄】史上最骚邻居","游戏：《你好，邻居》\
我也不知道为什么，视频做嗨了，就做成这样了。\
如果喜欢，希望三连支持！感谢！","439","http://i0.hdslb.com/bfs/archive/5cf77c1fbaca4e08aa9bd30131e067e4445bedbc.jpg","老番茄","14844396","43445","698935","161188","19539","6652",\N,"2019-08-23 12:00:47","单机游戏","https://b23.tv/BV1P4411d7JM","409792"
"1034","2024-12-09 10:06:18","试吃比尔盖茨投资的“人造肉”，真的好吃吗，食肉爱好者终极梦想","试吃世界最顶尖的“人造肉”，连比尔盖茨都为它投资，以后的希望","280","http://i0.hdslb.com/bfs/archive/0b009bbe360075eafc1ed4f000698d2935cb8fd6.jpg","翔翔大作战","4475639","15045","159178","9964","3385","6278",\N,"2019-08-27 19:21:32","美食测评","https://b23.tv/BV1U4411B7SV","38957"
"1035","2024-12-09 10:06:18","【全明星】芒种","窝窝头，一块钱四个，听我的！\
\
制作：MC传奇(潮汕好男人/永远的MG)\
原曲：音阙诗听/赵方婧 - 芒种\
本家：av64186665","182","http://i2.hdslb.com/bfs/archive/577704bd044e80a8ac99dafc31f5025394010335.jpg","潮汕好男人","16771316","83737","990063","464630","226668","9688",\N,"2019-08-26 16:24:39","鬼畜调教","https://b23.tv/BV1b441167Cq","669166"
"1036","2024-12-09 10:06:18","自制臂伞，方便携带，使用时还可以增加自信心。","-","89","http://i0.hdslb.com/bfs/archive/04aa673bcce5cb5b3ff326e6b503d4f537eef2ec.jpg","手工耿","4610007","15671","177688","11037","26690","8050",\N,"2019-08-28 12:42:45","手工","https://b23.tv/BV1n4411z7aH","51421"
"1037","2024-12-09 10:06:18","用黄晓明的语气向真正的总裁说话会是什么下场？（一定要看到最后！）","我相信我能找到更好的公司的！","162","http://i0.hdslb.com/bfs/archive/3fac9e525ee85abeb244efd5d2fdb1803c366618.jpg","老实人小黑","2570976","7691","124291","14842","11491","3404",\N,"2019-08-22 14:28:28","搞笑","https://b23.tv/BV1e441197oY","64414"
"1038","2024-12-09 10:06:18","papi酱的周一放送——你说话滴水不漏，我挑刺见缝插针","想挑你毛病的人，永远都能在鸡蛋里挑出骨头，珍爱生命，远离杠精~","146","http://i0.hdslb.com/bfs/archive/47821d698deabbe8851a820a7b8b3a7269f70d4e.jpg","papi酱","8473260","24663","361395","56350","52295","16598",\N,"2019-08-26 18:05:35","搞笑","https://b23.tv/BV1t441167uj","106397"
"1039","2024-12-09 10:06:18","我觉得我就是全网最像黄晓明的人 你觉得没有用！","目前全网最像！！！","434","http://i2.hdslb.com/bfs/archive/1ab6a26a286332b9634ef9a61c9a3b869e6951dc.jpg","啊吗粽","3547871","37827","365579","63481","35549","8034",\N,"2019-08-28 17:38:02","日常","https://b23.tv/BV184411z7Dc","185109"
"1040","2024-12-09 10:06:18","哪吒抄袭？一场史诗级的碰瓷儿","本来不想蹭这波热度，但看到律师函警告后，实在是忍不住。\
哪吒没有抄袭，欢迎欣赏中影华腾这波自导自演的碰瓷儿操作。\
欢迎理性讨论。\
-\
微博@三代鹿人","651","http://i0.hdslb.com/bfs/archive/998313d4bb60b1e9990dad952834674c6bee5c77.jpg","三代鹿人","3735028","31479","527199","168487","28708","6754",\N,"2019-08-27 23:48:02","影视杂谈","https://b23.tv/BV194411B7ZJ","558882"
"1041","2024-12-09 10:06:18","不要被不良商家所蒙骗！真正的澳龙是这样的！","大祥哥淘宝传送门：https://shop513375647.taobao.com\
（虽然酒卖完了，但大家可以关注下哟，感谢支持！）\
厨具天猫传送门：http://cuisinartlyj.tmall.com\
（我的店是：美膳雅乐肴居专卖店！大家不要迷路呀！）\
\
BGM：\
Aleksandar Dimitrijevic - As the\
Max Daniel - The Awakening\
The Screen Tones - エレキのツンドラ\
TLV - Time（Cover：MKJ）","611","http://i2.hdslb.com/bfs/archive/b1d6641f850f2739aeef9f0e86202868eb76b5b5.jpg","大祥哥来了","3939944","34300","152606","13664","8748","4768",\N,"2019-08-23 18:00:31","美食测评","https://b23.tv/BV1L4411R7Jt","83745"
"1042","2024-12-09 10:06:18","【巨石强森】夏威夷蜜月旅行VLOG来了！","这是一条来自夏威夷的视频，非常感谢中国的粉丝们对我新电影的支持，bilibili干杯！","171","http://i2.hdslb.com/bfs/archive/8a873b7aa98cf29a64d94b1fca7800cef3ac167d.jpg","TheRock_Johnson","1756494","14409","223503","20443","5081","7140",\N,"2019-08-28 18:26:44","明星综合","https://b23.tv/BV1Y4411z77b","108310"
"1043","2024-12-09 10:06:18","前方高能！感受中国武术带来的视觉冲击“这就是专业！”","BGM:Edge Of My Life\
素材：功夫 叶问2 霍元甲 一个人的武林\
黄飞鸿英雄有梦 邪不压正 龙虎门 羞羞的铁拳 \
记得点赞加投币关注哦，爱你们！","215","http://i2.hdslb.com/bfs/archive/97a57b18c40cf8258a47ffa74b2bbdfb8fc6ca97.jpg","骚糖鸽鸽","6066555","7093","299897","146585","10263","4334",\N,"2019-08-21 03:25:27","影视剪辑","https://b23.tv/BV1G4411d7ov","173996"
"1044","2024-12-09 10:06:18","vlog29 linlin勇闯牛郎店 对决日本第一牛郎罗兰先生!","","1032","http://i2.hdslb.com/bfs/archive/7da665f9131b86bec011e3b312731e9cc8bfa5c9.jpg","linlin的奇妙冒险","3879143","58290","199142","86574","114605","10135","日本","2019-08-22 22:21:54","出行","https://b23.tv/BV1X441197Wv","147369"
"1045","2024-12-09 10:06:18","教你如何6分钟听完B站这十年最火的18首神曲！","串烧王子杨又一新作——把破站最厉害的歌都串一遍！\
然鹅，关在房间里一首首的翻日语教程来学\
如果发音不标准大家一定要谅解一下我这个可怜滴秃头少女啊！\
最后还是希望大家能喜欢它！\
最后的最后感谢辛勤的参与伙伴们！！！\
----------------------------\
弹唱：杨可爱\
编录混：Jia\
拍摄后期：阿茜吧-\
汉服：彩云间 暗香影\
--------------------\
淘宝店铺：【趣弹乐器】&【趣弹旗舰店】\
视频用琴：Enya X 趣弹联名款 杜若\
曲谱：微信小程序 趣弹UP\
\
我的新课《尤","370","http://i2.hdslb.com/bfs/archive/9958c8f50b0689e6351d31feeef1c7229a3b5e23.jpg","杨可爱Ukulele","5564811","30587","398194","229692","23132","5258","广西","2019-08-25 16:03:22","翻唱","https://b23.tv/BV1J4411k7NH","450108"
"1046","2024-12-09 10:06:18","中国最被低估的科幻神剧《魔幻手机》，真的是烂片吗？十年前豆瓣3.9，如今呢","一定要看置顶评论\
剧情介绍部分是1分20到5分20，不想看剧情可以直接跳哦\
前几天偶然看到魔幻手机的豆瓣评分，有感而发\
魔幻手机2延迟播出的原因并没有官方正式公布，但是根据舒畅微博可以推测本该2012年上映，再根据编剧九年在微博上对审查的吐槽判断很可能是由于魔幻手机戏说（不是胡说）改编（不是乱编）西游记过不了审造成的（维基百科也做此解释）\
魔幻手机最低评价貌似是3.7分，不过有一定误差所以没放在视频里，低于4分是肯定的\
素材均来自网络\
最后求三连投币收藏QAQ","774","http://i0.hdslb.com/bfs/archive/dae1da0f91b0795bfda230c2b0e714016a564b6b.jpg","苏老师不爱吃菜","6557375","69284","393068","97309","21260","26944",\N,"2019-08-26 08:05:41","影视杂谈","https://b23.tv/BV1R4411z7up","212626"
"1047","2024-12-09 10:06:23","【华农蹦迪】自带水泥，村口集合！当华农兄弟扭臀遇上各种bgm，你们要的魔性鬼畜","","130","http://i2.hdslb.com/bfs/archive/5e2e712d20387c8bde4a639cc0ea515f2d8ff863.jpg","卿初萸蓝","3605605","13265","188571","48497","23216","3024",\N,"2019-08-31 02:56:06","搞笑","https://b23.tv/BV18441127Nd","103401"
"1048","2024-12-09 10:06:23","新版人民币的变化太大了吧，去小卖部买东西会被老板当成假币吗？","新版人民币的变化太大了吧，小伙去小卖部买东西被老板当成假币？","242","http://i0.hdslb.com/bfs/archive/3c7bf3b63f25bbcdb662b616691d551a22418d4a.jpg","熊猫君又来啦","2149948","7646","59939","5740","2980","4528",\N,"2019-09-03 20:13:48","日常","https://b23.tv/BV1c441127JM","5403"
"1049","2024-12-09 10:06:23","【华农兄弟】一烤竹鼠我就口水直流【芒种】","BGM：《芒种》av64186665，加速了一下，特别感谢@Mooowaa 的鼠头琴素材","183","http://i2.hdslb.com/bfs/archive/1a533d5809f3c40b9053ad2475b90821477dc567.jpg","还有一天就放假了","7777102","20835","488523","210027","70106","6416",\N,"2019-09-01 10:06:43","人力VOCALOID","https://b23.tv/BV1x4411m72z","462227"
"1050","2024-12-09 10:06:23","史诗！10分钟从上古之战到溥仪退位，中国历史年表超燃影视化混剪！","终于做了这件一直想做的事情~\
“我们多年轻？上下五千年！”\
剪辑制作：微博@Director_鹤唳云端","1238","http://i0.hdslb.com/bfs/archive/69fb175bafb6cbdaf1485b73b145781cd25ee9fe.png","Director鹤唳云端","23663372","163788","1539848","1683717","478468","27206",\N,"2019-09-04 13:44:40","影视剪辑","https://b23.tv/BV1n441127jG","1543203"
"1051","2024-12-09 10:06:23","【老番茄】烂俗笑话","花了一个多月的时间，时不时熬着夜，和Chimera君一同做出这个视频。\
由三个互相没有关联的小故事组成。并不想讲述多么高深的道理，只是如标题所说，讲了几个内心想讲的烂笑话。\
如果看完一乐，或许可以投币，收藏， 或是三连支持。谢谢。","1436","http://i2.hdslb.com/bfs/archive/9b39ce7334535062122f0f9c9236f48e88c79ff4.jpg","老番茄","20710412","200155","1621289","760157","146786","28139",\N,"2019-08-30 12:00:02","单机游戏","https://b23.tv/BV1H4411q7Qx","1809345"
"1052","2024-12-09 10:06:23","阿烽的妈妈失踪了","我的妈妈在我12岁的时候离家出走，一直了无音讯，希望借助这个机会，可以找到我的妈妈","436","http://i1.hdslb.com/bfs/archive/f53f5347212385f2719c6024ce0abbbaa692c228.jpg","渔人阿烽","3839947","15516","299107","34219","5126","9013",\N,"2019-09-03 21:10:03","田园美食","https://b23.tv/BV1V441127Sb","248269"
"1053","2024-12-09 10:06:23","b站的铁子们，你们的打野靓仔MLXG来了","","37","http://i2.hdslb.com/bfs/archive/9b182ea1651a7c6116de68351e2d7b6610ece807.jpg","mlxgzzz","1914933","4414","141493","24523","4227","7607",\N,"2019-09-02 16:13:53","电子竞技","https://b23.tv/BV1h441117oi","128106"
"1054","2024-12-09 10:06:23","【何同学】一看就懂！用水讲明白为什么5G更快","来不及解释了 快上车！","444","http://i0.hdslb.com/bfs/archive/0859d3d0db80f7000195efdc620ec93ff3972fdf.jpg","老师好我叫何同学","7386259","43658","848511","219479","59033","13707",\N,"2019-09-01 00:13:38","社科·法律·心理","https://b23.tv/BV1T4411m7R7","832736"
"1055","2024-12-09 10:06:23","千万不要挑战三口吃完一整瓶王致和臭豆腐！结局都懂的！","youtube频道：敬汉卿【官方频道】\
创意投稿邮箱1905387728@qq.com\
淘宝店：敬汉卿","229","http://i2.hdslb.com/bfs/archive/3a11454b57c751d793ad3cfde105d15bff698f67.jpg","敬汉卿","5281504","40946","450722","50630","8911","9872",\N,"2019-09-04 18:00:07","搞笑","https://b23.tv/BV124411C7fC","382179"
"1056","2024-12-09 10:06:23","【朱一旦】59 发了几条有钱人的动态，B站粉丝就破了百万，枯燥！","感谢大家的认可与支持\
一定要关注接下来的动态！把你们要求的非洲行程安排上了！\
视频记得收藏投币点赞！以后也继续一起枯燥！\
微博@朱一旦的枯燥生活","91","http://i0.hdslb.com/bfs/archive/2428736670ced88ccca39a4995702fcc8444bb00.jpg","朱一旦的枯燥生活","5739020","35074","171141","17213","10167","19196",\N,"2019-09-04 15:32:24","搞笑","https://b23.tv/BV1Q4411C7Xq","67369"
"1057","2024-12-09 10:06:23","街访乌克兰美女择偶标准，很多称中国男生很不错！","街访乌克兰美女择偶标准，很多称中国男生很不错！","316","http://i0.hdslb.com/bfs/archive/9f053cc7c218d5750e5c9cebe88eea5ecf0818cf.jpg","我是郭杰瑞","6041352","62615","209229","38646","75609","19132",\N,"2019-08-29 11:30:05","出行","https://b23.tv/BV1G4411q7vX","73524"
"1058","2024-12-09 10:06:23","我杀死了我的女朋友","我亲手杀掉的女朋友，竟然变成幽灵回来找我了？这么甜的故事一定要分享给大家！\
作品名：《错的只有我》，作者：はくり ，图源：新月汉化组","476","http://i0.hdslb.com/bfs/archive/80f8be163b27c8638d0d83aff414e29c922d3699.jpg","泛式","3106348","21465","201323","60007","17871","6200","江苏","2019-08-30 21:55:44","动漫杂谈","https://b23.tv/BV174411B7N4","118293"
"1059","2024-12-09 10:06:23","康康|50块以内宿舍好物清单!吐血推荐超高性价比 必备神器/寝室收纳/大学新生实用/开学季/学生党","这期跟大家分享了超全的宿舍必备好物清单，良心推荐没有任何广告哦！放心吃下安利吧！","604","http://i1.hdslb.com/bfs/archive/31100b0305d9ddb1babefba9cf7af0d3277971d3.jpg","是你们的康康","2543056","25228","213051","122125","12730","2802","广东","2019-08-28 20:43:06","日常","https://b23.tv/BV144411z74Z","173298"
"1060","2024-12-09 10:06:27","搞机零距离：iPhone 11 Pro首发体验 午夜绿磨砂后盖你喜欢吗？","午夜绿色今年应该会大卖吧。微博：钟文泽","492","http://i1.hdslb.com/bfs/archive/0fbf3def9277d5f3ae8e4bc8e559275d8ed2d015.jpg","钟文泽","1602170","16814","13737","1931","6792","7901",\N,"2019-09-11 05:38:10","数码","https://b23.tv/BV1YJ411K7uk","3221"
"1061","2024-12-09 10:06:27","老板：这个瓜请给我削成一般人吃不起的样子！","老板：这个瓜请给我削成一般人吃不起的样子！三毛水果艺术原创出品","224","http://i1.hdslb.com/bfs/archive/70e7100e8f0cf8cef9c5c7261beb2c0f8b9b9bf4.jpg","三毛水果艺术","17093440","88754","1740669","298208","40192","11438",\N,"2019-09-05 09:00:18","手工","https://b23.tv/BV1D4411C7Ap","1686673"
"1062","2024-12-09 10:06:27","为了追到学姐，我撒钱逗她开心，我的一个故事05","没想到吧，这集有他喵的30分钟！\
第一集：av59788155\
第二集：av60945180\
第三集：av62262162\
第四集：av63618635","1621","http://i0.hdslb.com/bfs/archive/d1cef58f4220ad032a1475d9c406bbfc786d6af9.jpg","钢铁直男必老板","3740158","67540","242834","93539","36705","8029",\N,"2019-09-08 09:09:40","日常","https://b23.tv/BV1u4411C7TA","300266"
"1063","2024-12-09 10:06:27","【大事件】第六季，最终回！暴走大事件第六季 33","两千名员工齐聚一堂，欢送大头最后一程；金凤凰老年广场舞队正式出道，首场演出便送别故人；阿香再出神曲欢庆完结；各界大佬亲临现场为大头送上最后一份“祝福”；大头自拍留下最后的遗愿；老友竟然用这种方式与王大头做最后的道别？！","1583","http://i2.hdslb.com/bfs/archive/910637e1465907b6121cf00906c2d17d65e4ce34.jpg","暴走漫画","6072736","135790","321112","775","21396","17321",\N,"2019-09-06 20:48:00","综艺","https://b23.tv/BV1o4411y77d","345978"
"1064","2024-12-09 10:06:27","爸妈不在家，偷偷跳性感舞蹈……","这个夏天怎么能不蹦迪呢？好像似乎有几天没投稿了咕咕……\
在家瞎玩一下，换掉睡衣，穿上高跟，我就是全家最靓的仔。\
如果你喜欢，请一定三连支持哦！\
\
舞蹈:momoland《I'm so hot》","228","http://i0.hdslb.com/bfs/archive/48a7d0182d2607eb12c79afc4a4cb90796af3275.jpg","-欣小萌-","3614729","5975","75393","40730","7019","2795","江苏","2019-09-07 10:13:04","明星舞蹈","https://b23.tv/BV1k4411k7vs","48642"
"1065","2024-12-09 10:06:27","华农兄弟：兄弟王刚来我们家玩，带他们去池塘里面抓点鱼","华农兄弟：兄弟王刚来我们家玩，带他们去池塘里面抓点鱼","434","http://i0.hdslb.com/bfs/archive/2407adc769eb573c3342a6e00bfe750d89350178.jpg","华农兄弟","5355537","56895","182038","11291","7638","9065",\N,"2019-09-08 11:30:36","田园美食","https://b23.tv/BV1c4411C75e","49879"
"1066","2024-12-09 10:06:27","【敖厂长】1989年炸裂级沙盒游戏 30年前的无人深空","中秋快乐小伙伴们 ,充电投币收藏来砸我吧","630","http://i0.hdslb.com/bfs/archive/6389747f721e2d5b720d18e28da999d07a6233cb.jpg","敖厂长","4965329","34958","308003","86335","18300","6715",\N,"2019-09-12 15:59:39","单机游戏","https://b23.tv/BV1pJ411P7Sa","313677"
"1067","2024-12-09 10:06:27","和易烊千玺一起军训是种什么体验？","","647","http://i1.hdslb.com/bfs/archive/437b6196f1237088cb225080f53c9443dd13bb57.jpg","雨里待","3342811","38590","214510","49122","31879","5846",\N,"2019-09-07 19:47:25","日常","https://b23.tv/BV1c4411C7BP","64922"
"1068","2024-12-09 10:06:27","东北第一狠人孙红雷领衔极限男人帮版《野狼disco》，什么水平？","自制；喜欢的话欢迎点赞投币收藏啦～\
如果受欢迎的话会考虑继续出《极限挑战》的二创视频\
\
剪辑素材来源自：\
《极限挑战1》上海滩2015、悠长假期之猫鼠大战、异次元特工、冲出黎明；\
《极限挑战2》说走就走的旅行、花样男子、极限公益联欢会；\
《极限挑战3》大时代、长大成人。","201","http://i0.hdslb.com/bfs/archive/8247a3bfa616d99395a07ab890032a90a28c5afd.jpg","董润祺","12554239","12423","411732","180035","75229","7204",\N,"2019-09-07 11:51:08","音乐综合","https://b23.tv/BV114411k7w6","252763"
"1069","2024-12-09 10:06:27","十分钟做好的佛跳墙卖你五百块！三口解决完感觉我又血亏了！","youtube频道：敬汉卿【官方频道】\
创意投稿邮箱1905387728@qq.com\
淘宝店：敬汉卿","283","http://i0.hdslb.com/bfs/archive/5573680b27d178cab5effcd7a5342aeebf01d9fb.jpg","敬汉卿","5910041","16192","229762","19044","3134","6310",\N,"2019-09-06 19:42:43","搞笑","https://b23.tv/BV1P441117cH","80307"
"1070","2024-12-09 10:06:27","自制省力穿鞋鞋盒","-","54","http://i2.hdslb.com/bfs/archive/0b0a5ec95c25aa04dabac1bafa72958e85353e28.jpg","手工耿","3652770","5937","147129","7860","5108","4925",\N,"2019-09-10 18:29:34","手工","https://b23.tv/BV1KJ411K77r","38230"
"1071","2024-12-09 10:06:27","【朱一旦】61  感谢“看见真相”栏目组，《非洲真相》综艺节目即将上映！","微博@朱一旦的枯燥生活","98","http://i1.hdslb.com/bfs/archive/caa66d839762b0e8b7e7cbd57417e91021122ec6.jpg","朱一旦的枯燥生活","4709585","6333","234096","23624","17392","2941",\N,"2019-09-06 18:29:50","搞笑","https://b23.tv/BV1w441117AD","80089"
"1072","2024-12-09 10:06:27","【2019星之守护者动画】《光与蚀》","一道来自宇宙的黑暗正在扩张，三名被误以为早已阵亡的队员，正在那黑暗中渐渐沉沦。\
出品方：拳头游戏\
联合出品：腾讯游戏\
承制方：绘梦动画\
音乐制作：泽野弘之","211","http://i1.hdslb.com/bfs/archive/3ccdddf792aaf5bbc8ea884ad41e3a3e22e29c13.jpg","英雄联盟","4610202","6581","131737","81661","68656","9162","广东","2019-09-11 23:00:24","电子竞技","https://b23.tv/BV1eJ411K7Rr","96267"
"1073","2024-12-09 10:06:27","试吃世界三大美食“黑松露”，真是千奇百怪的味道，一个也没吃完","试吃被誉为世界三大美食之一的“黑松露”到底是什么味道","388","http://i1.hdslb.com/bfs/archive/150054f79ede871040de7ab9e73cd602de504f55.jpg","翔翔大作战","3232294","14835","140711","11355","4882","4433",\N,"2019-09-10 20:05:51","美食测评","https://b23.tv/BV1nJ411K7Ta","73239"
"1074","2024-12-09 10:06:27","百万粉up创作激励能有多少? 兑现承诺一次花掉！！!","玩儿去喽~~~~\
你们拿我有什么法 没有法 哈哈！！！","418","http://i2.hdslb.com/bfs/archive/3235977966723431bd28dbf7a8c534bc55dc2e42.jpg","罗汉解说","3423296","16594","623575","204902","5961","8463",\N,"2019-09-08 23:09:45","日常","https://b23.tv/BV1q4411C7aD","933728"
"1075","2024-12-09 10:06:27","十年来最冷清的香港机场，有些害怕的旅客","未来几天歪果仁研究协会会持续更新。\
预告 av66592980\
第二集：香港地铁 av66825014\
第三集：香港司机 av66979495\
第四集：香港市民 av67084752\
第五集：香港警嫂 av67172538\
总结 av67274873","474","http://i0.hdslb.com/bfs/archive/62480e7c37a3d6d371e87090cfd5de0361493457.jpg","歪果仁研究协会","2947167","20585","193284","27367","7958","5154",\N,"2019-09-05 21:19:53","日常","https://b23.tv/BV1e4411y7US","135490"
"1076","2024-12-09 10:06:27","试吃超级大松茸和普通杏鲍菇有什么区别？","大祥哥淘宝传送门：https://dxgll.taobao.com\
（虽然酒卖完了，但大家可以关注下哟，感谢支持！）\
厨具天猫传送门：http://cuisinartlyj.tmall.com\
（我的店是：美膳雅乐肴居专卖店！大家不要迷路呀！）\
\
BGM：\
DevilтАЩs Trill Sonata\
美味 - Misaki大祥哥\
TLV - Time（Cover：MKJ）","486","http://i2.hdslb.com/bfs/archive/307ac98b5ca2f5ea7817cba8c3163fdc5e66beba.jpg","大祥哥来了","3058520","20324","118194","9645","6473","4250",\N,"2019-09-10 18:00:53","美食测评","https://b23.tv/BV1AJ411K77u","58486"
"1077","2024-12-09 10:06:27","我们研究了一下 这可能是《芒种》最初原版","混音：饭団子P","113","http://i1.hdslb.com/bfs/archive/b0927e2d934e8c1ad4162a139cce67d27b1da18d.jpg","鸡鸡·夫斯基","5306400","13805","226288","112068","39441","3636",\N,"2019-09-06 21:36:27","鬼畜调教","https://b23.tv/BV1f4411y7SC","149933"
"1078","2024-12-09 10:06:27","前方剧毒！进来就出不去啦！！！每日亿遍，快乐无上限！","虽然画风差异过大，但我没被绑架！\
片子是我做的QwQ\
看了罗小黑以后感觉应该安利大家\
然后偶然听到了这个曲子\
就有了这个作品QwQ\
是兄弟就别问制作的心路历程\
知道泪目就完事了","89","http://i2.hdslb.com/bfs/archive/bdb43227f17f5ddda0e308e7635b591257bade17.jpg","纸鸢_Somnium","3483218","3394","173031","56338","16503","1162",\N,"2019-09-10 13:56:58","国产原创相关","https://b23.tv/BV1gJ411K7Wy","53083"
"1079","2024-12-09 10:06:27","豆瓣9.0，中国崛起之路，最应该重映的电影，这部神片竟然不到8000人看？《横空出世》","","1653","http://i2.hdslb.com/bfs/archive/dc0ebe092b0d36b9494c92b9aedf93d11c19d3aa.jpg","扁豆看电影","2599209","30813","186077","75139","19219","5916",\N,"2019-09-06 21:12:29","影视杂谈","https://b23.tv/BV1d4411y7kZ","189597"
"1080","2024-12-09 10:06:27","【DIY木刀】紫光檀1:1可拉刀光龙刃 看到最后一定不会后悔","危险操作请勿模仿，答应大家的拉刀光，拖得有点久确实没办法，材料试了很多种，终于是成功了，效果出乎意料的好，发视频头一天晚上加bgm时突然脑子一抽想弄踩点，结果搞了一个通宵。一定不要忘记素质三连啊啊啊啊啊！本期视频真的很不容易！！\
bgm:源氏(GenJi)\
Fluctuate\
Friends\
Lone Walker","996","http://i0.hdslb.com/bfs/archive/4b9943f31b9748065166fbeb3364d379cd3f98ac.jpg","才疏学浅的才浅","5219253","34126","481827","169973","36070","5764",\N,"2019-09-06 17:00:02","手工","https://b23.tv/BV164411y7kX","512902"
"1081","2024-12-09 10:06:27","日本的1人烤肉店专门店，竟为单身狗量身定制？中国男子试吃完后说…","在日本撩妹结果 av59353355\
日本街头搭讪妹子 av52786308\
\
↓↓↓ 无限自助↓↓↓\
炸串自助av60726967\
寿司自助 av57919782\
\
↓↓↓美食周记↓↓↓\
生吃A5和牛av53498875\
大盆烤鸡芝士av50421414\
生鱼盖饭 av47198838\
50厘米生肉寿司av41530827\
炸牛排饭av40280500\
满满鱼子饭av38803370\
日本最骚披萨 av37582233\
免费续肉饭 av3579271","297","http://i1.hdslb.com/bfs/archive/54f9389181c4ce6996b8a965b817c130c52843cb.jpg","孤独的美食基","3254135","15646","141239","27535","5888","5126",\N,"2019-09-07 18:35:43","美食侦探","https://b23.tv/BV1B4411k7ut","78113"
"1082","2024-12-09 10:06:27","请问up，在男厕所遇到萌妹子是什么动画？【阅片无数13】","想看更多的阅片无数小伙伴们转发四连搞起来哦\
第十二期阅片无数→av66596391\
第十一期阅片无数→av65727035\
第十期阅片无数→av64704564\
第九期阅片无数→av63668779\
第八期阅片无数→av62634529\
第七期阅片无数→av61591842\
第六期阅片无数→av60559213\
第五期阅片无数→av59579131\
第四期阅片无数→av58901356\
第三期阅片无数→av57969144\
第二期阅片无数→av57208326\
第一期阅片无数→av57114947\
\
更多","686","http://i0.hdslb.com/bfs/archive/0bef3c278de4277420395f256134344b6b9511f3.jpg","凉风Kaze","2388495","18087","146203","26972","2848","7462","上海","2019-09-11 22:01:18","动漫杂谈","https://b23.tv/BV1iJ411K7kb","72483"
"1083","2024-12-09 10:06:30","【李云龙】说好不哭","音源：暴力贝\
制作：夜雨星繁y","135","http://i2.hdslb.com/bfs/archive/52431c875a27796cb1cf595a9f65e1b589c7b658.jpg","夜雨星繁y","657443","2799","36988","9539","5319","814",\N,"2019-09-17 16:54:33","人力VOCALOID","https://b23.tv/BV1HJ411w776","27323"
"1084","2024-12-09 10:06:30","【心之章】《心》","*本作品已在中国版权中心申请授权，未经本人允许，严禁擅自用于任何商业活动，拒绝盗用！\
\
软件：\
Cubase 10 Pro\
音源：\
好莱坞大提琴独奏、小提琴独奏、竖琴独奏\
好莱坞合唱团(Choir)\
Symphony Series管弦打击乐全套\
Damage打击乐\
The Grandeur钢琴\
\
其实这首曲子是描写up本人内心的成长过程的QwQ\
\
求点赞，求硬币啊啊啊！！！","419","http://i2.hdslb.com/bfs/archive/2c8ae75cccf237e905197915f7f69e6e8bbd6332.png","陌然MajorC","4544064","56663","694179","391404","45065","21561",\N,"2019-09-13 20:00:24","原创音乐","https://b23.tv/BV1JJ411N7Xj","770218"
"1085","2024-12-09 10:06:30","俩老外在中国服务器里疯狂飙中文！甚至还互相教学？","✚喜欢看的话还请多多【投币】支持呀~✚\
游戏名：VRChat（可以VR）\
地图：中文吧 Chinesebar\
多谢观看。\
✚微博@信徒Shinja✚","442","http://i2.hdslb.com/bfs/archive/66f1ad4319950a8de9ae011090a3248cdc8023de.jpg","信徒Shinja","11752842","59130","663864","337676","231949","10432",\N,"2019-09-13 18:01:51","网络游戏","https://b23.tv/BV1PJ411N7Ca","392007"
"1086","2024-12-09 10:06:30","【某幻/老番茄】最强脱发王（秃爵）","沙雕说唱，祝大家身体健康，头顶茂密。\
作词：某幻，老番茄\
编曲：CJ\
混音：CB\
PV：某幻，老番茄，鸢尾小岛，强尼","169","http://i0.hdslb.com/bfs/archive/cc5acb22606dc2ca5a37661a1b05bdb2840b4519.jpg","老番茄","17788089","55021","970375","446367","142341","14122",\N,"2019-09-13 12:00:21","原创音乐","https://b23.tv/BV1tJ411P7Cr","829625"
